,Date,Strike Price,Closing Price
130,2022-08-20,72.5,
131,2022-08-20,73.0,
132,2022-08-20,74.0,
133,2022-08-20,75.0,
134,2022-08-20,76.0,
135,2022-08-20,77.0,
136,2022-08-20,77.5,
137,2022-08-20,78.0,
138,2022-08-20,79.0,
139,2022-08-20,80.0,
140,2022-08-20,81.0,
141,2022-08-20,82.0,
142,2022-08-20,82.5,
143,2022-08-20,83.0,
144,2022-08-20,84.0,
145,2022-08-20,85.0,
146,2022-08-20,86.0,
147,2022-08-20,87.0,
148,2022-08-20,87.5,
149,2022-08-20,88.0,
150,2022-08-20,89.0,
151,2022-08-20,90.0,
152,2022-08-20,91.0,
153,2022-08-20,92.0,
154,2022-08-20,92.5,
155,2022-08-20,93.0,
156,2022-08-20,94.0,
157,2022-08-20,95.0,
158,2022-08-20,96.0,
159,2022-08-20,97.0,
160,2022-08-20,97.5,
161,2022-08-20,98.0,
162,2022-08-20,99.0,
163,2022-08-20,100.0,
164,2022-08-20,102.5,
165,2022-08-20,105.0,
166,2022-08-20,107.5,
167,2022-08-20,110.0,
168,2022-08-20,112.5,
169,2022-08-20,115.0,
170,2022-08-20,117.5,
171,2022-08-20,120.0,
172,2022-08-20,122.5,
173,2022-08-20,125.0,
174,2022-08-20,127.5,
175,2022-08-20,130.0,
176,2022-08-20,132.5,
177,2022-08-20,135.0,
178,2022-08-20,137.5,
179,2022-08-20,140.0,
180,2022-08-20,142.5,
181,2022-08-20,145.0,
182,2022-08-20,147.5,
183,2022-08-20,150.0,
184,2022-08-20,152.5,
185,2022-08-20,155.0,
186,2022-08-20,157.5,
187,2022-08-20,160.0,
188,2022-08-20,162.5,
189,2022-08-20,165.0,
190,2022-08-20,167.5,
191,2022-08-20,170.0,
192,2022-08-20,172.5,
193,2022-08-20,175.0,
194,2022-08-20,177.5,
195,2022-08-20,180.0,
196,2022-08-20,182.5,
197,2022-08-20,185.0,
198,2022-08-20,187.5,
199,2022-08-20,190.0,
200,2022-08-20,192.5,
201,2022-08-20,195.0,
202,2022-08-20,197.5,
203,2022-08-20,200.0,
204,2022-08-20,202.5,
205,2022-08-20,205.0,
206,2022-08-20,207.5,
207,2022-08-20,210.0,
208,2022-08-20,215.0,
209,2022-08-20,220.0,
210,2022-08-20,225.0,
211,2022-08-20,230.0,
212,2022-08-20,235.0,
213,2022-08-20,240.0,
214,2022-08-20,245.0,
215,2022-08-20,250.0,
216,2022-08-21,50.0,
217,2022-08-21,52.0,
218,2022-08-21,53.0,
219,2022-08-21,54.0,
220,2022-08-21,55.0,
221,2022-08-21,56.0,
222,2022-08-21,57.0,
223,2022-08-21,58.0,
224,2022-08-21,59.0,
225,2022-08-21,60.0,
226,2022-08-21,61.0,
227,2022-08-21,62.0,
228,2022-08-21,63.0,
229,2022-08-21,64.0,
230,2022-08-21,65.0,
231,2022-08-21,66.0,
232,2022-08-21,67.0,
233,2022-08-21,68.0,
234,2022-08-21,69.0,
235,2022-08-21,70.0,
236,2022-08-21,71.0,
237,2022-08-21,72.0,
238,2022-08-21,72.5,
239,2022-08-21,73.0,
240,2022-08-21,74.0,
241,2022-08-21,75.0,
242,2022-08-21,76.0,
243,2022-08-21,77.0,
244,2022-08-21,77.5,
245,2022-08-21,78.0,
246,2022-08-21,79.0,
247,2022-08-21,80.0,
248,2022-08-21,81.0,
249,2022-08-21,82.0,
250,2022-08-21,82.5,
251,2022-08-21,83.0,
252,2022-08-21,84.0,
253,2022-08-21,85.0,
254,2022-08-21,86.0,
255,2022-08-21,87.0,
256,2022-08-21,87.5,
257,2022-08-21,88.0,
258,2022-08-21,89.0,
259,2022-08-21,90.0,
260,2022-08-21,91.0,
261,2022-08-21,92.0,
262,2022-08-21,92.5,
263,2022-08-21,93.0,
264,2022-08-21,94.0,
265,2022-08-21,95.0,
266,2022-08-21,96.0,
267,2022-08-21,97.0,
268,2022-08-21,97.5,
269,2022-08-21,98.0,
270,2022-08-21,99.0,
271,2022-08-21,100.0,
272,2022-08-21,102.5,
273,2022-08-21,105.0,
274,2022-08-21,107.5,
275,2022-08-21,110.0,
276,2022-08-21,112.5,
277,2022-08-21,115.0,
278,2022-08-21,117.5,
279,2022-08-21,120.0,
280,2022-08-21,122.5,
281,2022-08-21,125.0,
282,2022-08-21,127.5,
283,2022-08-21,130.0,
284,2022-08-21,132.5,
285,2022-08-21,135.0,
286,2022-08-21,137.5,
287,2022-08-21,140.0,
288,2022-08-21,142.5,
289,2022-08-21,145.0,
290,2022-08-21,147.5,
291,2022-08-21,150.0,
292,2022-08-21,152.5,
293,2022-08-21,155.0,
294,2022-08-21,157.5,
295,2022-08-21,160.0,
296,2022-08-21,162.5,
297,2022-08-21,165.0,
298,2022-08-21,167.5,
299,2022-08-21,170.0,
300,2022-08-21,172.5,
301,2022-08-21,175.0,
302,2022-08-21,177.5,
303,2022-08-21,180.0,
304,2022-08-21,182.5,
305,2022-08-21,185.0,
306,2022-08-21,187.5,
307,2022-08-21,190.0,
308,2022-08-21,192.5,
309,2022-08-21,195.0,
310,2022-08-21,197.5,
311,2022-08-21,200.0,
312,2022-08-21,202.5,
313,2022-08-21,205.0,
314,2022-08-21,207.5,
315,2022-08-21,210.0,
316,2022-08-21,215.0,
317,2022-08-21,220.0,
318,2022-08-21,225.0,
319,2022-08-21,230.0,
320,2022-08-21,235.0,
321,2022-08-21,240.0,
322,2022-08-21,245.0,
323,2022-08-21,250.0,
324,2022-08-22,50.0,
325,2022-08-22,52.0,0.69
326,2022-08-22,53.0,
327,2022-08-22,54.0,
328,2022-08-22,55.0,
329,2022-08-22,56.0,
330,2022-08-22,57.0,
331,2022-08-22,58.0,0.91
332,2022-08-22,59.0,
333,2022-08-22,60.0,
334,2022-08-22,61.0,
335,2022-08-22,62.0,
336,2022-08-22,63.0,
337,2022-08-22,64.0,
338,2022-08-22,65.0,
339,2022-08-22,66.0,
340,2022-08-22,67.0,
341,2022-08-22,68.0,
342,2022-08-22,69.0,1.7
343,2022-08-22,70.0,
344,2022-08-22,71.0,1.94
345,2022-08-22,72.0,
346,2022-08-22,72.5,
347,2022-08-22,73.0,
348,2022-08-22,74.0,2.23
349,2022-08-22,75.0,
350,2022-08-22,76.0,
351,2022-08-22,77.0,
352,2022-08-22,77.5,
353,2022-08-22,78.0,
354,2022-08-22,79.0,
355,2022-08-22,80.0,
356,2022-08-22,81.0,
357,2022-08-22,82.0,
358,2022-08-22,82.5,
359,2022-08-22,83.0,
360,2022-08-22,84.0,
361,2022-08-22,85.0,
362,2022-08-22,86.0,
363,2022-08-22,87.0,
364,2022-08-22,87.5,
365,2022-08-22,88.0,
366,2022-08-22,89.0,
367,2022-08-22,90.0,
368,2022-08-22,91.0,
369,2022-08-22,92.0,
370,2022-08-22,92.5,
371,2022-08-22,93.0,
372,2022-08-22,94.0,5.05
373,2022-08-22,95.0,5.26
374,2022-08-22,96.0,
375,2022-08-22,97.0,
376,2022-08-22,97.5,5.78
377,2022-08-22,98.0,
378,2022-08-22,99.0,
379,2022-08-22,100.0,6.5
380,2022-08-22,102.5,
381,2022-08-22,105.0,7.6
382,2022-08-22,107.5,8.45
383,2022-08-22,110.0,9.17
384,2022-08-22,112.5,9.7
385,2022-08-22,115.0,
386,2022-08-22,117.5,
387,2022-08-22,120.0,12.6
388,2022-08-22,122.5,
389,2022-08-22,125.0,14.6
390,2022-08-22,127.5,
391,2022-08-22,130.0,16.68
392,2022-08-22,132.5,17.95
393,2022-08-22,135.0,19.1
394,2022-08-22,137.5,
395,2022-08-22,140.0,21.55
396,2022-08-22,142.5,
397,2022-08-22,145.0,
398,2022-08-22,147.5,
399,2022-08-22,150.0,27.55
400,2022-08-22,152.5,
401,2022-08-22,155.0,30.42
402,2022-08-22,157.5,
403,2022-08-22,160.0,
404,2022-08-22,162.5,36.06
405,2022-08-22,165.0,36.88
406,2022-08-22,167.5,
407,2022-08-22,170.0,
408,2022-08-22,172.5,
409,2022-08-22,175.0,
410,2022-08-22,177.5,
411,2022-08-22,180.0,48.58
412,2022-08-22,182.5,
413,2022-08-22,185.0,
414,2022-08-22,187.5,
415,2022-08-22,190.0,57.18
416,2022-08-22,192.5,
417,2022-08-22,195.0,62.38
418,2022-08-22,197.5,
419,2022-08-22,200.0,67.55
420,2022-08-22,202.5,
421,2022-08-22,205.0,
422,2022-08-22,207.5,
423,2022-08-22,210.0,
424,2022-08-22,215.0,
425,2022-08-22,220.0,
426,2022-08-22,225.0,
427,2022-08-22,230.0,
428,2022-08-22,235.0,
429,2022-08-22,240.0,
430,2022-08-22,245.0,
431,2022-08-22,250.0,115.19
432,2022-08-23,50.0,
433,2022-08-23,52.0,0.69
434,2022-08-23,53.0,
435,2022-08-23,54.0,
436,2022-08-23,55.0,
437,2022-08-23,56.0,
438,2022-08-23,57.0,
439,2022-08-23,58.0,
440,2022-08-23,59.0,
441,2022-08-23,60.0,
442,2022-08-23,61.0,
443,2022-08-23,62.0,
444,2022-08-23,63.0,
445,2022-08-23,64.0,
446,2022-08-23,65.0,
447,2022-08-23,66.0,
448,2022-08-23,67.0,
449,2022-08-23,68.0,
450,2022-08-23,69.0,
451,2022-08-23,70.0,
452,2022-08-23,71.0,
453,2022-08-23,72.0,
454,2022-08-23,72.5,
455,2022-08-23,73.0,
456,2022-08-23,74.0,
457,2022-08-23,75.0,
458,2022-08-23,76.0,
459,2022-08-23,77.0,
460,2022-08-23,77.5,
461,2022-08-23,78.0,
462,2022-08-23,79.0,
463,2022-08-23,80.0,
464,2022-08-23,81.0,
465,2022-08-23,82.0,
466,2022-08-23,82.5,
467,2022-08-23,83.0,
468,2022-08-23,84.0,
469,2022-08-23,85.0,
470,2022-08-23,86.0,
471,2022-08-23,87.0,
472,2022-08-23,87.5,
473,2022-08-23,88.0,
474,2022-08-23,89.0,
475,2022-08-23,90.0,
476,2022-08-23,91.0,
477,2022-08-23,92.0,4.75
478,2022-08-23,92.5,
479,2022-08-23,93.0,
480,2022-08-23,94.0,5.15
481,2022-08-23,95.0,
482,2022-08-23,96.0,
483,2022-08-23,97.0,
484,2022-08-23,97.5,5.75
485,2022-08-23,98.0,
486,2022-08-23,99.0,
487,2022-08-23,100.0,6.47
488,2022-08-23,102.5,
489,2022-08-23,105.0,7.61
490,2022-08-23,107.5,8.43
491,2022-08-23,110.0,9.13
492,2022-08-23,112.5,9.95
493,2022-08-23,115.0,
494,2022-08-23,117.5,
495,2022-08-23,120.0,
496,2022-08-23,122.5,13.2
497,2022-08-23,125.0,
498,2022-08-23,127.5,15.25
499,2022-08-23,130.0,
500,2022-08-23,132.5,
501,2022-08-23,135.0,18.76
502,2022-08-23,137.5,20.05
503,2022-08-23,140.0,21.3
504,2022-08-23,142.5,22.4
505,2022-08-23,145.0,23.75
506,2022-08-23,147.5,25.85
507,2022-08-23,150.0,27.35
508,2022-08-23,152.5,29.2
509,2022-08-23,155.0,30.42
510,2022-08-23,157.5,
511,2022-08-23,160.0,
512,2022-08-23,162.5,
513,2022-08-23,165.0,
514,2022-08-23,167.5,
515,2022-08-23,170.0,
516,2022-08-23,172.5,
517,2022-08-23,175.0,
518,2022-08-23,177.5,47.64
519,2022-08-23,180.0,
520,2022-08-23,182.5,
521,2022-08-23,185.0,
522,2022-08-23,187.5,
523,2022-08-23,190.0,
524,2022-08-23,192.5,
525,2022-08-23,195.0,
526,2022-08-23,197.5,
527,2022-08-23,200.0,
528,2022-08-23,202.5,
529,2022-08-23,205.0,
530,2022-08-23,207.5,
531,2022-08-23,210.0,
532,2022-08-23,215.0,
533,2022-08-23,220.0,
534,2022-08-23,225.0,
535,2022-08-23,230.0,
536,2022-08-23,235.0,
537,2022-08-23,240.0,
538,2022-08-23,245.0,
539,2022-08-23,250.0,
540,2022-08-24,50.0,
541,2022-08-24,52.0,
542,2022-08-24,53.0,
543,2022-08-24,54.0,
544,2022-08-24,55.0,
545,2022-08-24,56.0,
546,2022-08-24,57.0,
547,2022-08-24,58.0,
548,2022-08-24,59.0,
549,2022-08-24,60.0,
550,2022-08-24,61.0,
551,2022-08-24,62.0,
552,2022-08-24,63.0,
553,2022-08-24,64.0,
554,2022-08-24,65.0,
555,2022-08-24,66.0,
556,2022-08-24,67.0,
557,2022-08-24,68.0,
558,2022-08-24,69.0,
559,2022-08-24,70.0,
560,2022-08-24,71.0,
561,2022-08-24,72.0,
562,2022-08-24,72.5,
563,2022-08-24,73.0,
564,2022-08-24,74.0,
565,2022-08-24,75.0,
566,2022-08-24,76.0,
567,2022-08-24,77.0,
568,2022-08-24,77.5,
569,2022-08-24,78.0,
570,2022-08-24,79.0,
571,2022-08-24,80.0,
572,2022-08-24,81.0,
573,2022-08-24,82.0,
574,2022-08-24,82.5,
575,2022-08-24,83.0,
576,2022-08-24,84.0,
577,2022-08-24,85.0,
578,2022-08-24,86.0,3.58
579,2022-08-24,87.0,
580,2022-08-24,87.5,
581,2022-08-24,88.0,
582,2022-08-24,89.0,
583,2022-08-24,90.0,
584,2022-08-24,91.0,
585,2022-08-24,92.0,
586,2022-08-24,92.5,
587,2022-08-24,93.0,4.85
588,2022-08-24,94.0,
589,2022-08-24,95.0,
590,2022-08-24,96.0,
591,2022-08-24,97.0,
592,2022-08-24,97.5,
593,2022-08-24,98.0,
594,2022-08-24,99.0,
595,2022-08-24,100.0,6.29
596,2022-08-24,102.5,
597,2022-08-24,105.0,
598,2022-08-24,107.5,
599,2022-08-24,110.0,
600,2022-08-24,112.5,9.9
601,2022-08-24,115.0,
602,2022-08-24,117.5,
603,2022-08-24,120.0,12.45
604,2022-08-24,122.5,
605,2022-08-24,125.0,13.93
606,2022-08-24,127.5,15.45
607,2022-08-24,130.0,
608,2022-08-24,132.5,
609,2022-08-24,135.0,
610,2022-08-24,137.5,
611,2022-08-24,140.0,
612,2022-08-24,142.5,
613,2022-08-24,145.0,
614,2022-08-24,147.5,
615,2022-08-24,150.0,
616,2022-08-24,152.5,
617,2022-08-24,155.0,
618,2022-08-24,157.5,
619,2022-08-24,160.0,
620,2022-08-24,162.5,
621,2022-08-24,165.0,
622,2022-08-24,167.5,
623,2022-08-24,170.0,
624,2022-08-24,172.5,
625,2022-08-24,175.0,44.65
626,2022-08-24,177.5,
627,2022-08-24,180.0,
628,2022-08-24,182.5,
629,2022-08-24,185.0,
630,2022-08-24,187.5,
631,2022-08-24,190.0,
632,2022-08-24,192.5,
633,2022-08-24,195.0,
634,2022-08-24,197.5,
635,2022-08-24,200.0,
636,2022-08-24,202.5,
637,2022-08-24,205.0,
638,2022-08-24,207.5,
639,2022-08-24,210.0,
640,2022-08-24,215.0,
641,2022-08-24,220.0,
642,2022-08-24,225.0,
643,2022-08-24,230.0,
644,2022-08-24,235.0,
645,2022-08-24,240.0,
646,2022-08-24,245.0,
647,2022-08-24,250.0,
648,2022-08-25,50.0,
649,2022-08-25,52.0,
650,2022-08-25,53.0,
651,2022-08-25,54.0,
652,2022-08-25,55.0,0.73
653,2022-08-25,56.0,
654,2022-08-25,57.0,
655,2022-08-25,58.0,
656,2022-08-25,59.0,
657,2022-08-25,60.0,
658,2022-08-25,61.0,
659,2022-08-25,62.0,
660,2022-08-25,63.0,
661,2022-08-25,64.0,
662,2022-08-25,65.0,
663,2022-08-25,66.0,
664,2022-08-25,67.0,
665,2022-08-25,68.0,
666,2022-08-25,69.0,
667,2022-08-25,70.0,
668,2022-08-25,71.0,
669,2022-08-25,72.0,
670,2022-08-25,72.5,
671,2022-08-25,73.0,
672,2022-08-25,74.0,
673,2022-08-25,75.0,
674,2022-08-25,76.0,
675,2022-08-25,77.0,
676,2022-08-25,77.5,
677,2022-08-25,78.0,
678,2022-08-25,79.0,
679,2022-08-25,80.0,2.55
680,2022-08-25,81.0,
681,2022-08-25,82.0,
682,2022-08-25,82.5,
683,2022-08-25,83.0,
684,2022-08-25,84.0,3.1
685,2022-08-25,85.0,
686,2022-08-25,86.0,
687,2022-08-25,87.0,
688,2022-08-25,87.5,
689,2022-08-25,88.0,
690,2022-08-25,89.0,
691,2022-08-25,90.0,3.95
692,2022-08-25,91.0,
693,2022-08-25,92.0,
694,2022-08-25,92.5,
695,2022-08-25,93.0,
696,2022-08-25,94.0,
697,2022-08-25,95.0,
698,2022-08-25,96.0,
699,2022-08-25,97.0,
700,2022-08-25,97.5,
701,2022-08-25,98.0,
702,2022-08-25,99.0,5.65
703,2022-08-25,100.0,5.95
704,2022-08-25,102.5,6.25
705,2022-08-25,105.0,
706,2022-08-25,107.5,7.6
707,2022-08-25,110.0,8.46
708,2022-08-25,112.5,
709,2022-08-25,115.0,
710,2022-08-25,117.5,
711,2022-08-25,120.0,11.68
712,2022-08-25,122.5,
713,2022-08-25,125.0,13.25
714,2022-08-25,127.5,
715,2022-08-25,130.0,15.65
716,2022-08-25,132.5,16.52
717,2022-08-25,135.0,17.65
718,2022-08-25,137.5,
719,2022-08-25,140.0,19.7
720,2022-08-25,142.5,21.45
721,2022-08-25,145.0,22.8
722,2022-08-25,147.5,
723,2022-08-25,150.0,
724,2022-08-25,152.5,
725,2022-08-25,155.0,
726,2022-08-25,157.5,
727,2022-08-25,160.0,
728,2022-08-25,162.5,
729,2022-08-25,165.0,
730,2022-08-25,167.5,
731,2022-08-25,170.0,
732,2022-08-25,172.5,
733,2022-08-25,175.0,
734,2022-08-25,177.5,
735,2022-08-25,180.0,
736,2022-08-25,182.5,
737,2022-08-25,185.0,50.83
738,2022-08-25,187.5,
739,2022-08-25,190.0,
740,2022-08-25,192.5,
741,2022-08-25,195.0,
742,2022-08-25,197.5,
743,2022-08-25,200.0,
744,2022-08-25,202.5,
745,2022-08-25,205.0,
746,2022-08-25,207.5,
747,2022-08-25,210.0,
748,2022-08-25,215.0,
749,2022-08-25,220.0,
750,2022-08-25,225.0,
751,2022-08-25,230.0,
752,2022-08-25,235.0,
753,2022-08-25,240.0,
754,2022-08-25,245.0,
755,2022-08-25,250.0,
756,2022-08-26,50.0,
757,2022-08-26,52.0,0.74
758,2022-08-26,53.0,
759,2022-08-26,54.0,
760,2022-08-26,55.0,
761,2022-08-26,56.0,
762,2022-08-26,57.0,1
763,2022-08-26,58.0,
764,2022-08-26,59.0,
765,2022-08-26,60.0,
766,2022-08-26,61.0,
767,2022-08-26,62.0,
768,2022-08-26,63.0,
769,2022-08-26,64.0,
770,2022-08-26,65.0,
771,2022-08-26,66.0,
772,2022-08-26,67.0,
773,2022-08-26,68.0,
774,2022-08-26,69.0,
775,2022-08-26,70.0,
776,2022-08-26,71.0,
777,2022-08-26,72.0,
778,2022-08-26,72.5,
779,2022-08-26,73.0,
780,2022-08-26,74.0,
781,2022-08-26,75.0,
782,2022-08-26,76.0,
783,2022-08-26,77.0,
784,2022-08-26,77.5,
785,2022-08-26,78.0,
786,2022-08-26,79.0,
787,2022-08-26,80.0,2.96
788,2022-08-26,81.0,
789,2022-08-26,82.0,
790,2022-08-26,82.5,
791,2022-08-26,83.0,
792,2022-08-26,84.0,
793,2022-08-26,85.0,3.85
794,2022-08-26,86.0,
795,2022-08-26,87.0,
796,2022-08-26,87.5,
797,2022-08-26,88.0,
798,2022-08-26,89.0,
799,2022-08-26,90.0,
800,2022-08-26,91.0,
801,2022-08-26,92.0,
802,2022-08-26,92.5,
803,2022-08-26,93.0,
804,2022-08-26,94.0,
805,2022-08-26,95.0,
806,2022-08-26,96.0,
807,2022-08-26,97.0,
808,2022-08-26,97.5,
809,2022-08-26,98.0,
810,2022-08-26,99.0,
811,2022-08-26,100.0,6.85
812,2022-08-26,102.5,7.45
813,2022-08-26,105.0,
814,2022-08-26,107.5,
815,2022-08-26,110.0,9.4
816,2022-08-26,112.5,
817,2022-08-26,115.0,
818,2022-08-26,117.5,
819,2022-08-26,120.0,13.28
820,2022-08-26,122.5,13.9
821,2022-08-26,125.0,14.6
822,2022-08-26,127.5,
823,2022-08-26,130.0,17.4
824,2022-08-26,132.5,
825,2022-08-26,135.0,19.9
826,2022-08-26,137.5,
827,2022-08-26,140.0,22.45
828,2022-08-26,142.5,23.15
829,2022-08-26,145.0,
830,2022-08-26,147.5,
831,2022-08-26,150.0,27.4
832,2022-08-26,152.5,
833,2022-08-26,155.0,
834,2022-08-26,157.5,
835,2022-08-26,160.0,35.66
836,2022-08-26,162.5,
837,2022-08-26,165.0,38.1
838,2022-08-26,167.5,
839,2022-08-26,170.0,
840,2022-08-26,172.5,
841,2022-08-26,175.0,
842,2022-08-26,177.5,
843,2022-08-26,180.0,
844,2022-08-26,182.5,
845,2022-08-26,185.0,
846,2022-08-26,187.5,
847,2022-08-26,190.0,
848,2022-08-26,192.5,
849,2022-08-26,195.0,
850,2022-08-26,197.5,
851,2022-08-26,200.0,
852,2022-08-26,202.5,
853,2022-08-26,205.0,
854,2022-08-26,207.5,
855,2022-08-26,210.0,
856,2022-08-26,215.0,
857,2022-08-26,220.0,
858,2022-08-26,225.0,
859,2022-08-26,230.0,
860,2022-08-26,235.0,
861,2022-08-26,240.0,
862,2022-08-26,245.0,
863,2022-08-26,250.0,
864,2022-08-27,50.0,
865,2022-08-27,52.0,
866,2022-08-27,53.0,
867,2022-08-27,54.0,
868,2022-08-27,55.0,
869,2022-08-27,56.0,
870,2022-08-27,57.0,
871,2022-08-27,58.0,
872,2022-08-27,59.0,
873,2022-08-27,60.0,
874,2022-08-27,61.0,
875,2022-08-27,62.0,
876,2022-08-27,63.0,
877,2022-08-27,64.0,
878,2022-08-27,65.0,
879,2022-08-27,66.0,
880,2022-08-27,67.0,
881,2022-08-27,68.0,
882,2022-08-27,69.0,
883,2022-08-27,70.0,
884,2022-08-27,71.0,
885,2022-08-27,72.0,
886,2022-08-27,72.5,
887,2022-08-27,73.0,
888,2022-08-27,74.0,
889,2022-08-27,75.0,
890,2022-08-27,76.0,
891,2022-08-27,77.0,
892,2022-08-27,77.5,
893,2022-08-27,78.0,
894,2022-08-27,79.0,
895,2022-08-27,80.0,
896,2022-08-27,81.0,
897,2022-08-27,82.0,
898,2022-08-27,82.5,
899,2022-08-27,83.0,
900,2022-08-27,84.0,
901,2022-08-27,85.0,
902,2022-08-27,86.0,
903,2022-08-27,87.0,
904,2022-08-27,87.5,
905,2022-08-27,88.0,
906,2022-08-27,89.0,
907,2022-08-27,90.0,
908,2022-08-27,91.0,
909,2022-08-27,92.0,
910,2022-08-27,92.5,
911,2022-08-27,93.0,
912,2022-08-27,94.0,
913,2022-08-27,95.0,
914,2022-08-27,96.0,
915,2022-08-27,97.0,
916,2022-08-27,97.5,
917,2022-08-27,98.0,
918,2022-08-27,99.0,
919,2022-08-27,100.0,
920,2022-08-27,102.5,
921,2022-08-27,105.0,
922,2022-08-27,107.5,
923,2022-08-27,110.0,
924,2022-08-27,112.5,
925,2022-08-27,115.0,
926,2022-08-27,117.5,
927,2022-08-27,120.0,
928,2022-08-27,122.5,
929,2022-08-27,125.0,
930,2022-08-27,127.5,
931,2022-08-27,130.0,
932,2022-08-27,132.5,
933,2022-08-27,135.0,
934,2022-08-27,137.5,
935,2022-08-27,140.0,
936,2022-08-27,142.5,
937,2022-08-27,145.0,
938,2022-08-27,147.5,
939,2022-08-27,150.0,
940,2022-08-27,152.5,
941,2022-08-27,155.0,
942,2022-08-27,157.5,
943,2022-08-27,160.0,
944,2022-08-27,162.5,
945,2022-08-27,165.0,
946,2022-08-27,167.5,
947,2022-08-27,170.0,
948,2022-08-27,172.5,
949,2022-08-27,175.0,
950,2022-08-27,177.5,
951,2022-08-27,180.0,
952,2022-08-27,182.5,
953,2022-08-27,185.0,
954,2022-08-27,187.5,
955,2022-08-27,190.0,
956,2022-08-27,192.5,
957,2022-08-27,195.0,
958,2022-08-27,197.5,
959,2022-08-27,200.0,
960,2022-08-27,202.5,
961,2022-08-27,205.0,
962,2022-08-27,207.5,
963,2022-08-27,210.0,
964,2022-08-27,215.0,
965,2022-08-27,220.0,
966,2022-08-27,225.0,
967,2022-08-27,230.0,
968,2022-08-27,235.0,
969,2022-08-27,240.0,
970,2022-08-27,245.0,
971,2022-08-27,250.0,
972,2022-08-28,50.0,
973,2022-08-28,52.0,
