,Date,Strike Price,Closing Price
127,2022-08-22,135,
128,2022-08-22,140,
129,2022-08-22,145,
130,2022-08-22,150,12.5
131,2022-08-22,155,14.15
132,2022-08-22,160,16.1
133,2022-08-22,165,18.15
134,2022-08-22,170,20.5
135,2022-08-22,175,23
136,2022-08-22,180,25.6
137,2022-08-22,185,28.45
138,2022-08-22,190,31.2
139,2022-08-22,195,
140,2022-08-22,200,37.5
141,2022-08-22,205,41.1
142,2022-08-22,210,
143,2022-08-22,220,54
144,2022-08-22,230,62.85
145,2022-08-22,240,
146,2022-08-22,250,81.25
147,2022-08-22,260,
148,2022-08-22,270,
149,2022-08-22,280,
150,2022-08-22,290,
151,2022-08-22,300,
152,2022-08-23,70,0.66
153,2022-08-23,75,
154,2022-08-23,80,1.05
155,2022-08-23,85,
156,2022-08-23,90,
157,2022-08-23,95,
158,2022-08-23,100,2.47
159,2022-08-23,105,
160,2022-08-23,110,
161,2022-08-23,115,4.35
162,2022-08-23,120,5.1
163,2022-08-23,125,6
164,2022-08-23,130,6.95
165,2022-08-23,135,8.15
166,2022-08-23,140,9.25
167,2022-08-23,145,10.8
168,2022-08-23,150,12.35
169,2022-08-23,155,14.05
170,2022-08-23,160,15.8
171,2022-08-23,165,18.1
172,2022-08-23,170,20.05
173,2022-08-23,175,22.95
174,2022-08-23,180,25.4
175,2022-08-23,185,28.5
176,2022-08-23,190,31.45
177,2022-08-23,195,34.9
178,2022-08-23,200,
179,2022-08-23,205,
180,2022-08-23,210,
181,2022-08-23,220,53.3
182,2022-08-23,230,63.15
183,2022-08-23,240,
184,2022-08-23,250,82.34
185,2022-08-23,260,
186,2022-08-23,270,
187,2022-08-23,280,
188,2022-08-23,290,
189,2022-08-23,300,
190,2022-08-24,70,0.57
191,2022-08-24,75,
192,2022-08-24,80,1.01
193,2022-08-24,85,
194,2022-08-24,90,
195,2022-08-24,95,
196,2022-08-24,100,2.37
197,2022-08-24,105,
198,2022-08-24,110,3.46
199,2022-08-24,115,4.25
200,2022-08-24,120,5
201,2022-08-24,125,
202,2022-08-24,130,6.8
203,2022-08-24,135,7.8
204,2022-08-24,140,9
205,2022-08-24,145,
206,2022-08-24,150,12.26
207,2022-08-24,155,
208,2022-08-24,160,15.6
209,2022-08-24,165,17.65
210,2022-08-24,170,19.87
211,2022-08-24,175,22.6
212,2022-08-24,180,25.1
213,2022-08-24,185,
214,2022-08-24,190,
215,2022-08-24,195,
216,2022-08-24,200,
217,2022-08-24,205,
218,2022-08-24,210,
219,2022-08-24,220,
220,2022-08-24,230,
221,2022-08-24,240,
222,2022-08-24,250,83.1
223,2022-08-24,260,
224,2022-08-24,270,
225,2022-08-24,280,
226,2022-08-24,290,
227,2022-08-24,300,
228,2022-08-25,70,0.53
229,2022-08-25,75,
230,2022-08-25,80,0.99
231,2022-08-25,85,
232,2022-08-25,90,
233,2022-08-25,95,
234,2022-08-25,100,2.31
235,2022-08-25,105,
236,2022-08-25,110,3.4
237,2022-08-25,115,
238,2022-08-25,120,4.73
239,2022-08-25,125,
240,2022-08-25,130,6.6
241,2022-08-25,135,7.39
242,2022-08-25,140,8.76
243,2022-08-25,145,9.95
244,2022-08-25,150,11.5
245,2022-08-25,155,12.95
246,2022-08-25,160,15.16
247,2022-08-25,165,17.27
248,2022-08-25,170,19
249,2022-08-25,175,21.65
250,2022-08-25,180,23.9
251,2022-08-25,185,
252,2022-08-25,190,30.46
253,2022-08-25,195,
254,2022-08-25,200,36.8
255,2022-08-25,205,40.4
256,2022-08-25,210,43.9
257,2022-08-25,220,53
258,2022-08-25,230,60.7
259,2022-08-25,240,
260,2022-08-25,250,
261,2022-08-25,260,
262,2022-08-25,270,
263,2022-08-25,280,
264,2022-08-25,290,
265,2022-08-25,300,
266,2022-08-26,70,0.67
267,2022-08-26,75,0.88
268,2022-08-26,80,1
269,2022-08-26,85,1.32
270,2022-08-26,90,
271,2022-08-26,95,
272,2022-08-26,100,2.73
273,2022-08-26,105,3.35
274,2022-08-26,110,4
275,2022-08-26,115,4.55
276,2022-08-26,120,5.45
277,2022-08-26,125,6.45
278,2022-08-26,130,7.7
279,2022-08-26,135,
280,2022-08-26,140,10.25
281,2022-08-26,145,
282,2022-08-26,150,13.49
283,2022-08-26,155,14.9
284,2022-08-26,160,16.99
285,2022-08-26,165,19.1
286,2022-08-26,170,22.1
287,2022-08-26,175,
288,2022-08-26,180,27.05
289,2022-08-26,185,
290,2022-08-26,190,31.15
291,2022-08-26,195,
292,2022-08-26,200,40.8
293,2022-08-26,205,39.7
294,2022-08-26,210,43.75
295,2022-08-26,220,51.8
296,2022-08-26,230,64.4
297,2022-08-26,240,
298,2022-08-26,250,80.03
299,2022-08-26,260,
300,2022-08-26,270,
301,2022-08-26,280,
302,2022-08-26,290,
303,2022-08-26,300,
304,2022-08-27,70,
305,2022-08-27,75,
306,2022-08-27,80,
307,2022-08-27,85,
308,2022-08-27,90,
309,2022-08-27,95,
310,2022-08-27,100,
311,2022-08-27,105,
312,2022-08-27,110,
313,2022-08-27,115,
314,2022-08-27,120,
315,2022-08-27,125,
316,2022-08-27,130,
317,2022-08-27,135,
318,2022-08-27,140,
319,2022-08-27,145,
320,2022-08-27,150,
321,2022-08-27,155,
322,2022-08-27,160,
323,2022-08-27,165,
324,2022-08-27,170,
325,2022-08-27,175,
326,2022-08-27,180,
327,2022-08-27,185,
328,2022-08-27,190,
329,2022-08-27,195,
330,2022-08-27,200,
331,2022-08-27,205,
332,2022-08-27,210,
333,2022-08-27,220,
334,2022-08-27,230,
335,2022-08-27,240,
336,2022-08-27,250,
337,2022-08-27,260,
338,2022-08-27,270,
339,2022-08-27,280,
340,2022-08-27,290,
341,2022-08-27,300,
342,2022-08-28,70,
343,2022-08-28,75,
344,2022-08-28,80,
345,2022-08-28,85,
346,2022-08-28,90,
347,2022-08-28,95,
348,2022-08-28,100,
349,2022-08-28,105,
350,2022-08-28,110,
351,2022-08-28,115,
352,2022-08-28,120,
353,2022-08-28,125,
354,2022-08-28,130,
355,2022-08-28,135,
356,2022-08-28,140,
357,2022-08-28,145,
358,2022-08-28,150,
359,2022-08-28,155,
360,2022-08-28,160,
361,2022-08-28,165,
362,2022-08-28,170,
363,2022-08-28,175,
364,2022-08-28,180,
365,2022-08-28,185,
366,2022-08-28,190,
367,2022-08-28,195,
368,2022-08-28,200,
369,2022-08-28,205,
370,2022-08-28,210,
371,2022-08-28,220,
372,2022-08-28,230,
373,2022-08-28,240,
374,2022-08-28,250,
375,2022-08-28,260,
376,2022-08-28,270,
377,2022-08-28,280,
378,2022-08-28,290,
379,2022-08-28,300,
380,2022-08-29,70,0.71
381,2022-08-29,75,1
382,2022-08-29,80,
383,2022-08-29,85,
384,2022-08-29,90,
385,2022-08-29,95,
386,2022-08-29,100,2.84
387,2022-08-29,105,3.7
388,2022-08-29,110,4.44
389,2022-08-29,115,4.85
390,2022-08-29,120,6.2
391,2022-08-29,125,
392,2022-08-29,130,8.41
393,2022-08-29,135,9.6
394,2022-08-29,140,10.6
395,2022-08-29,145,12.45
396,2022-08-29,150,13.9
397,2022-08-29,155,16
398,2022-08-29,160,18.1
399,2022-08-29,165,20.25
400,2022-08-29,170,23.04
401,2022-08-29,175,25.95
402,2022-08-29,180,28.4
403,2022-08-29,185,31.9
404,2022-08-29,190,
405,2022-08-29,195,
406,2022-08-29,200,43
407,2022-08-29,205,47.65
408,2022-08-29,210,50
409,2022-08-29,220,60.65
410,2022-08-29,230,
411,2022-08-29,240,
412,2022-08-29,250,90
413,2022-08-29,260,
414,2022-08-29,270,
415,2022-08-29,280,
416,2022-08-29,290,
417,2022-08-29,300,
418,2022-08-30,70,0.7
419,2022-08-30,75,
420,2022-08-30,80,
421,2022-08-30,85,1.52
422,2022-08-30,90,
423,2022-08-30,95,
424,2022-08-30,100,3
425,2022-08-30,105,3.74
426,2022-08-30,110,4.3
427,2022-08-30,115,5.25
428,2022-08-30,120,6
429,2022-08-30,125,7.27
430,2022-08-30,130,
431,2022-08-30,135,9.87
432,2022-08-30,140,
433,2022-08-30,145,13.1
434,2022-08-30,150,15
435,2022-08-30,155,17.13
436,2022-08-30,160,18.93
437,2022-08-30,165,21.5
438,2022-08-30,170,24.6
439,2022-08-30,175,27
440,2022-08-30,180,29.7
441,2022-08-30,185,33.2
442,2022-08-30,190,
443,2022-08-30,195,40.45
444,2022-08-30,200,45
445,2022-08-30,205,
446,2022-08-30,210,
447,2022-08-30,220,
448,2022-08-30,230,
449,2022-08-30,240,
450,2022-08-30,250,
451,2022-08-30,260,
452,2022-08-30,270,
453,2022-08-30,280,
454,2022-08-30,290,
455,2022-08-30,300,
456,2022-08-31,70,
457,2022-08-31,75,0.94
458,2022-08-31,80,
459,2022-08-31,85,
460,2022-08-31,90,
461,2022-08-31,95,
462,2022-08-31,100,2.97
463,2022-08-31,105,
464,2022-08-31,110,4.3
465,2022-08-31,115,5.15
466,2022-08-31,120,6.2
467,2022-08-31,125,7.14
468,2022-08-31,130,
469,2022-08-31,135,9.9
470,2022-08-31,140,11.25
471,2022-08-31,145,12.7
472,2022-08-31,150,15.02
473,2022-08-31,155,16.9
474,2022-08-31,160,19.09
475,2022-08-31,165,21.45
476,2022-08-31,170,24.15
477,2022-08-31,175,26.87
478,2022-08-31,180,29.74
479,2022-08-31,185,
480,2022-08-31,190,36.4
481,2022-08-31,195,41.15
482,2022-08-31,200,44.7
483,2022-08-31,205,48.25
484,2022-08-31,210,
485,2022-08-31,220,60.9
486,2022-08-31,230,
487,2022-08-31,240,
488,2022-08-31,250,
489,2022-08-31,260,
490,2022-08-31,270,
491,2022-08-31,280,
492,2022-08-31,290,
493,2022-08-31,300,
494,2022-09-01,70,0.72
495,2022-09-01,75,
496,2022-09-01,80,1.3
497,2022-09-01,85,1.69
498,2022-09-01,90,
499,2022-09-01,95,
500,2022-09-01,100,3.03
501,2022-09-01,105,3.85
502,2022-09-01,110,4.28
503,2022-09-01,115,5.28
504,2022-09-01,120,6.47
505,2022-09-01,125,7.25
506,2022-09-01,130,8.55
507,2022-09-01,135,10.45
508,2022-09-01,140,11.74
509,2022-09-01,145,13.5
510,2022-09-01,150,15.11
511,2022-09-01,155,18.12
512,2022-09-01,160,19.35
513,2022-09-01,165,22.02
514,2022-09-01,170,24.7
515,2022-09-01,175,29
516,2022-09-01,180,31.35
517,2022-09-01,185,
518,2022-09-01,190,37.9
519,2022-09-01,195,40.65
520,2022-09-01,200,46.9
521,2022-09-01,205,48.85
522,2022-09-01,210,53.25
523,2022-09-01,220,64.8
524,2022-09-01,230,73
525,2022-09-01,240,
526,2022-09-01,250,
527,2022-09-01,260,
528,2022-09-01,270,
529,2022-09-01,280,
530,2022-09-01,290,
531,2022-09-01,300,
532,2022-09-02,70,0.69
533,2022-09-02,75,1.04
534,2022-09-02,80,1.33
535,2022-09-02,85,1.72
536,2022-09-02,90,
537,2022-09-02,95,2.54
538,2022-09-02,100,3.2
539,2022-09-02,105,3.85
540,2022-09-02,110,4.63
541,2022-09-02,115,5.5
542,2022-09-02,120,5.54
543,2022-09-02,125,7.66
544,2022-09-02,130,8.75
545,2022-09-02,135,9.98
546,2022-09-02,140,11.82
547,2022-09-02,145,13.8
548,2022-09-02,150,15.8
549,2022-09-02,155,18.05
550,2022-09-02,160,20.1
551,2022-09-02,165,22.9
552,2022-09-02,170,25.7
553,2022-09-02,175,26.2
554,2022-09-02,180,31.05
555,2022-09-02,185,34.7
556,2022-09-02,190,
557,2022-09-02,195,
558,2022-09-02,200,47.3
559,2022-09-02,205,47.15
560,2022-09-02,210,51.85
561,2022-09-02,220,60.5
562,2022-09-02,230,
563,2022-09-02,240,84.15
564,2022-09-02,250,
565,2022-09-02,260,103.05
566,2022-09-02,270,
567,2022-09-02,280,
568,2022-09-02,290,
569,2022-09-02,300,
570,2022-09-03,70,
571,2022-09-03,75,
572,2022-09-03,80,
573,2022-09-03,85,
574,2022-09-03,90,
575,2022-09-03,95,
576,2022-09-03,100,
577,2022-09-03,105,
578,2022-09-03,110,
579,2022-09-03,115,
580,2022-09-03,120,
581,2022-09-03,125,
582,2022-09-03,130,
583,2022-09-03,135,
584,2022-09-03,140,
585,2022-09-03,145,
586,2022-09-03,150,
587,2022-09-03,155,
588,2022-09-03,160,
589,2022-09-03,165,
590,2022-09-03,170,
591,2022-09-03,175,
592,2022-09-03,180,
593,2022-09-03,185,
594,2022-09-03,190,
595,2022-09-03,195,
596,2022-09-03,200,
597,2022-09-03,205,
598,2022-09-03,210,
599,2022-09-03,220,
600,2022-09-03,230,
601,2022-09-03,240,
602,2022-09-03,250,
603,2022-09-03,260,
604,2022-09-03,270,
605,2022-09-03,280,
606,2022-09-03,290,
607,2022-09-03,300,
608,2022-09-04,70,
609,2022-09-04,75,
610,2022-09-04,80,
611,2022-09-04,85,
612,2022-09-04,90,
613,2022-09-04,95,
614,2022-09-04,100,
615,2022-09-04,105,
616,2022-09-04,110,
617,2022-09-04,115,
618,2022-09-04,120,
619,2022-09-04,125,
620,2022-09-04,130,
621,2022-09-04,135,
622,2022-09-04,140,
623,2022-09-04,145,
624,2022-09-04,150,
625,2022-09-04,155,
626,2022-09-04,160,
627,2022-09-04,165,
628,2022-09-04,170,
629,2022-09-04,175,
630,2022-09-04,180,
631,2022-09-04,185,
632,2022-09-04,190,
633,2022-09-04,195,
634,2022-09-04,200,
635,2022-09-04,205,
636,2022-09-04,210,
637,2022-09-04,220,
638,2022-09-04,230,
639,2022-09-04,240,
640,2022-09-04,250,
641,2022-09-04,260,
642,2022-09-04,270,
643,2022-09-04,280,
644,2022-09-04,290,
645,2022-09-04,300,
646,2022-09-05,70,
647,2022-09-05,75,
648,2022-09-05,80,
649,2022-09-05,85,
650,2022-09-05,90,
651,2022-09-05,95,
652,2022-09-05,100,
653,2022-09-05,105,
654,2022-09-05,110,
655,2022-09-05,115,
656,2022-09-05,120,
657,2022-09-05,125,
658,2022-09-05,130,
659,2022-09-05,135,
660,2022-09-05,140,
661,2022-09-05,145,
662,2022-09-05,150,
663,2022-09-05,155,
664,2022-09-05,160,
665,2022-09-05,165,
666,2022-09-05,170,
667,2022-09-05,175,
668,2022-09-05,180,
669,2022-09-05,185,
670,2022-09-05,190,
671,2022-09-05,195,
672,2022-09-05,200,
673,2022-09-05,205,
674,2022-09-05,210,
675,2022-09-05,220,
676,2022-09-05,230,
677,2022-09-05,240,
678,2022-09-05,250,
679,2022-09-05,260,
680,2022-09-05,270,
681,2022-09-05,280,
682,2022-09-05,290,
683,2022-09-05,300,
684,2022-09-06,70,0.79
685,2022-09-06,75,1
686,2022-09-06,80,1.37
687,2022-09-06,85,1.74
688,2022-09-06,90,2.14
689,2022-09-06,95,2.69
690,2022-09-06,100,3.3
691,2022-09-06,105,
692,2022-09-06,110,4.85
693,2022-09-06,115,5.7
694,2022-09-06,120,6.7
695,2022-09-06,125,7.9
696,2022-09-06,130,9.3
697,2022-09-06,135,10.85
698,2022-09-06,140,11.81
699,2022-09-06,145,14.05
700,2022-09-06,150,16.3
701,2022-09-06,155,18.5
702,2022-09-06,160,21.23
703,2022-09-06,165,23.8
704,2022-09-06,170,26.49
705,2022-09-06,175,29.5
706,2022-09-06,180,
707,2022-09-06,185,
708,2022-09-06,190,
709,2022-09-06,195,
710,2022-09-06,200,46.5
711,2022-09-06,205,
712,2022-09-06,210,
713,2022-09-06,220,
714,2022-09-06,230,
715,2022-09-06,240,
716,2022-09-06,250,
717,2022-09-06,260,
718,2022-09-06,270,
719,2022-09-06,280,
720,2022-09-06,290,
721,2022-09-06,300,
722,2022-09-07,70,0.75
723,2022-09-07,75,0.96
724,2022-09-07,80,1.2
725,2022-09-07,85,
726,2022-09-07,90,2.1
727,2022-09-07,95,
728,2022-09-07,100,3.05
729,2022-09-07,105,
730,2022-09-07,110,4.3
731,2022-09-07,115,
732,2022-09-07,120,
733,2022-09-07,125,7.4
734,2022-09-07,130,8.9
735,2022-09-07,135,10.3
736,2022-09-07,140,11.4
737,2022-09-07,145,14.11
738,2022-09-07,150,
739,2022-09-07,155,17.42
740,2022-09-07,160,19.7
741,2022-09-07,165,23
742,2022-09-07,170,25.1
743,2022-09-07,175,
744,2022-09-07,180,32.15
745,2022-09-07,185,
746,2022-09-07,190,
747,2022-09-07,195,
748,2022-09-07,200,
749,2022-09-07,205,
750,2022-09-07,210,
751,2022-09-07,220,
752,2022-09-07,230,
753,2022-09-07,240,
754,2022-09-07,250,
755,2022-09-07,260,
756,2022-09-07,270,
757,2022-09-07,280,
758,2022-09-07,290,
759,2022-09-07,300,
760,2022-09-08,70,0.7
761,2022-09-08,75,0.91
762,2022-09-08,80,1.2
763,2022-09-08,85,1.51
764,2022-09-08,90,1.95
765,2022-09-08,95,2.32
766,2022-09-08,100,3.05
767,2022-09-08,105,
768,2022-09-08,110,4.4
769,2022-09-08,115,
770,2022-09-08,120,6.25
771,2022-09-08,125,7.6
772,2022-09-08,130,
773,2022-09-08,135,9.76
774,2022-09-08,140,11.85
775,2022-09-08,145,13.55
776,2022-09-08,150,15.76
777,2022-09-08,155,18.3
778,2022-09-08,160,20.45
779,2022-09-08,165,23.85
780,2022-09-08,170,26.08
781,2022-09-08,175,29.33
782,2022-09-08,180,33.6
783,2022-09-08,185,
784,2022-09-08,190,
785,2022-09-08,195,
786,2022-09-08,200,48.1
787,2022-09-08,205,
788,2022-09-08,210,
789,2022-09-08,220,
790,2022-09-08,230,76
791,2022-09-08,240,87.05
792,2022-09-08,250,
793,2022-09-08,260,
794,2022-09-08,270,
795,2022-09-08,280,
796,2022-09-08,290,
797,2022-09-08,300,
798,2022-09-09,70,0.57
799,2022-09-09,75,0.8
800,2022-09-09,80,1.07
801,2022-09-09,85,
802,2022-09-09,90,1.69
803,2022-09-09,95,2.12
804,2022-09-09,100,2.66
805,2022-09-09,105,
806,2022-09-09,110,3.85
807,2022-09-09,115,4.6
808,2022-09-09,120,5.6
809,2022-09-09,125,
810,2022-09-09,130,7.85
811,2022-09-09,135,9.35
812,2022-09-09,140,10.7
813,2022-09-09,145,
814,2022-09-09,150,14.75
815,2022-09-09,155,16.1
816,2022-09-09,160,18.65
817,2022-09-09,165,21
818,2022-09-09,170,23.75
819,2022-09-09,175,26.95
820,2022-09-09,180,29.85
821,2022-09-09,185,34.4
822,2022-09-09,190,
823,2022-09-09,195,
824,2022-09-09,200,
825,2022-09-09,205,
826,2022-09-09,210,54.5
827,2022-09-09,220,63.15
828,2022-09-09,230,
829,2022-09-09,240,
830,2022-09-09,250,
831,2022-09-09,260,103.14
832,2022-09-09,270,
833,2022-09-09,280,
834,2022-09-09,290,
835,2022-09-09,300,
836,2022-09-10,70,
837,2022-09-10,75,
838,2022-09-10,80,
839,2022-09-10,85,
840,2022-09-10,90,
841,2022-09-10,95,
842,2022-09-10,100,
843,2022-09-10,105,
844,2022-09-10,110,
845,2022-09-10,115,
846,2022-09-10,120,
847,2022-09-10,125,
848,2022-09-10,130,
849,2022-09-10,135,
850,2022-09-10,140,
851,2022-09-10,145,
852,2022-09-10,150,
853,2022-09-10,155,
854,2022-09-10,160,
855,2022-09-10,165,
856,2022-09-10,170,
857,2022-09-10,175,
858,2022-09-10,180,
859,2022-09-10,185,
860,2022-09-10,190,
861,2022-09-10,195,
862,2022-09-10,200,
863,2022-09-10,205,
864,2022-09-10,210,
865,2022-09-10,220,
866,2022-09-10,230,
867,2022-09-10,240,
868,2022-09-10,250,
869,2022-09-10,260,
870,2022-09-10,270,
871,2022-09-10,280,
872,2022-09-10,290,
873,2022-09-10,300,
874,2022-09-11,70,
875,2022-09-11,75,
876,2022-09-11,80,
877,2022-09-11,85,
878,2022-09-11,90,
879,2022-09-11,95,
880,2022-09-11,100,
881,2022-09-11,105,
882,2022-09-11,110,
883,2022-09-11,115,
884,2022-09-11,120,
885,2022-09-11,125,
886,2022-09-11,130,
887,2022-09-11,135,
888,2022-09-11,140,
889,2022-09-11,145,
890,2022-09-11,150,
891,2022-09-11,155,
892,2022-09-11,160,
893,2022-09-11,165,
894,2022-09-11,170,
895,2022-09-11,175,
896,2022-09-11,180,
897,2022-09-11,185,
898,2022-09-11,190,
899,2022-09-11,195,
900,2022-09-11,200,
901,2022-09-11,205,
902,2022-09-11,210,
903,2022-09-11,220,
904,2022-09-11,230,
905,2022-09-11,240,
906,2022-09-11,250,
907,2022-09-11,260,
908,2022-09-11,270,
909,2022-09-11,280,
910,2022-09-11,290,
911,2022-09-11,300,
912,2022-09-12,70,0.57
913,2022-09-12,75,
914,2022-09-12,80,0.96
915,2022-09-12,85,1.28
916,2022-09-12,90,1.61
917,2022-09-12,95,
918,2022-09-12,100,2.35
919,2022-09-12,105,
920,2022-09-12,110,3.55
921,2022-09-12,115,
922,2022-09-12,120,5.05
923,2022-09-12,125,5.89
924,2022-09-12,130,7.11
925,2022-09-12,135,8.09
926,2022-09-12,140,9.5
927,2022-09-12,145,10.83
928,2022-09-12,150,12.82
929,2022-09-12,155,14.95
930,2022-09-12,160,16.37
931,2022-09-12,165,18.7
932,2022-09-12,170,21.45
933,2022-09-12,175,23.8
934,2022-09-12,180,26.65
935,2022-09-12,185,
936,2022-09-12,190,32.9
937,2022-09-12,195,
938,2022-09-12,200,40.15
939,2022-09-12,205,
940,2022-09-12,210,48.7
941,2022-09-12,220,57.95
942,2022-09-12,230,
943,2022-09-12,240,
944,2022-09-12,250,
945,2022-09-12,260,
946,2022-09-12,270,
947,2022-09-12,280,
948,2022-09-12,290,
949,2022-09-12,300,
950,2022-09-13,70,0.75
951,2022-09-13,75,
952,2022-09-13,80,1.25
953,2022-09-13,85,1.55
954,2022-09-13,90,1.99
955,2022-09-13,95,2.41
956,2022-09-13,100,3
957,2022-09-13,105,3.55
958,2022-09-13,110,4.5
959,2022-09-13,115,
960,2022-09-13,120,6.55
961,2022-09-13,125,7.7
962,2022-09-13,130,9.12
963,2022-09-13,135,10.67
964,2022-09-13,140,12.01
965,2022-09-13,145,13.15
966,2022-09-13,150,16.05
967,2022-09-13,155,18
968,2022-09-13,160,20.03
969,2022-09-13,165,22.64
970,2022-09-13,170,24.81
971,2022-09-13,175,
972,2022-09-13,180,
973,2022-09-13,185,33.4
974,2022-09-13,190,39.45
975,2022-09-13,195,41.9
976,2022-09-13,200,46.2
977,2022-09-13,205,50.35
978,2022-09-13,210,
979,2022-09-13,220,63.8
980,2022-09-13,230,
981,2022-09-13,240,
982,2022-09-13,250,
983,2022-09-13,260,
984,2022-09-13,270,
985,2022-09-13,280,
986,2022-09-13,290,
987,2022-09-13,300,
988,2022-09-14,70,0.72
989,2022-09-14,75,
990,2022-09-14,80,1.31
991,2022-09-14,85,
992,2022-09-14,90,
993,2022-09-14,95,
994,2022-09-14,100,3.05
995,2022-09-14,105,
996,2022-09-14,110,4.6
997,2022-09-14,115,
998,2022-09-14,120,6.65
999,2022-09-14,125,
1000,2022-09-14,130,9.07
1001,2022-09-14,135,10.45
1002,2022-09-14,140,11.99
1003,2022-09-14,145,
1004,2022-09-14,150,16.15
1005,2022-09-14,155,17.75
1006,2022-09-14,160,19.85
1007,2022-09-14,165,23.26
1008,2022-09-14,170,26.13
1009,2022-09-14,175,29.55
1010,2022-09-14,180,
1011,2022-09-14,185,
1012,2022-09-14,190,38.52
1013,2022-09-14,195,42.9
1014,2022-09-14,200,46.42
1015,2022-09-14,205,
1016,2022-09-14,210,55.45
1017,2022-09-14,220,
1018,2022-09-14,230,74.85
1019,2022-09-14,240,
1020,2022-09-14,250,
1021,2022-09-14,260,
1022,2022-09-14,270,
1023,2022-09-14,280,
1024,2022-09-14,290,134.87
1025,2022-09-14,300,144.83
1026,2022-09-15,70,0.79
1027,2022-09-15,75,
1028,2022-09-15,80,1.22
1029,2022-09-15,85,1.66
1030,2022-09-15,90,
1031,2022-09-15,95,2.62
1032,2022-09-15,100,3.25
1033,2022-09-15,105,3.8
1034,2022-09-15,110,4.89
1035,2022-09-15,115,5.64
1036,2022-09-15,120,6.91
1037,2022-09-15,125,
1038,2022-09-15,130,9.15
1039,2022-09-15,135,11.12
1040,2022-09-15,140,
1041,2022-09-15,145,14
1042,2022-09-15,150,16.84
1043,2022-09-15,155,19.1
1044,2022-09-15,160,21.58
1045,2022-09-15,165,
1046,2022-09-15,170,26.5
1047,2022-09-15,175,29.6
1048,2022-09-15,180,33.54
1049,2022-09-15,185,
1050,2022-09-15,190,
1051,2022-09-15,195,
1052,2022-09-15,200,49.95
1053,2022-09-15,205,
1054,2022-09-15,210,57.75
1055,2022-09-15,220,
